epoch,acc,loss,val_acc,val_loss
43,0.991113260681,0.0209696862958,0.777374676296,3.46864334387
44,0.991404056549,0.0203083103007,0.777380466461,3.47317310529
45,0.991513831943,0.0200646813073,0.777378490993,3.47783494847
46,0.991317174014,0.0204897312614,0.77735553469,3.46598362923
47,0.991141660541,0.020872342713,0.777390480042,3.46612507105
48,0.990969255859,0.0212694865848,0.777342183249,3.46664485974
49,0.99077948402,0.0216866445353,0.777445316315,3.48281037595
50,0.990564729653,0.0221732041214,0.777366910662,3.44893909565
51,0.990365547292,0.0226379584261,0.777336393084,3.45932154783
52,0.990160339019,0.0231156641362,0.777306522642,3.39309346463
53,0.989771922429,0.0240495319423,0.777140242713,3.33862463066
54,0.98968091198,0.0242206354936,0.77740580695,3.43566552656
55,0.989417571647,0.0248301591537,0.777226141521,3.40403689231
56,0.989223695269,0.0252860475574,0.777198553085,3.41608490688
57,0.988918879453,0.0259907879483,0.777480874743,3.51262166245
58,0.988707720065,0.0264830502417,0.777438027518,3.51568059197
59,0.988519827525,0.0269048496825,0.777226175581,3.463903144
60,0.98800294072,0.0281094114374,0.77725308282,3.47293075919
61,0.98571005522,0.033815134303,0.77765076501,3.54443072847
62,0.987631003062,0.0289523788824,0.777553626469,3.54473950607
63,0.987959459716,0.0281791889027,0.777638401304,3.54490742726
64,0.987704005896,0.0287853365549,0.777651275907,3.54475014337
65,0.987416533863,0.0294673790146,0.777651548386,3.54476620257
66,0.986617775524,0.0313413515641,0.777397700718,3.54695728634
67,0.986800693998,0.0308973298467,0.778251273291,3.53043199224
68,0.987343058867,0.0296738091902,0.77727498327,3.52616383135
69,0.987851156908,0.0284915317498,0.77832865715,3.52137851928
70,0.98848194702,0.02703165299,0.778590951647,3.50126443378
71,0.988954964806,0.0259463100206,0.778256007603,3.49486283319
72,0.989398923575,0.0249236231492,0.780786003385,3.38050749472
73,0.989813281041,0.023979957866,0.779126780374,3.3424824455
74,0.99004518752,0.0234542484532,0.780422891889,3.34991165357
75,0.990454383925,0.0225277389925,0.782510450908,3.33101534205
76,0.990956329832,0.0213688123987,0.781396423067,3.34673514536
77,0.991318020166,0.0205195615725,0.781667470932,3.19513650877
78,0.991605936312,0.0198444140557,0.783194644111,3.131888694
79,0.991955013836,0.0190572675863,0.786015783037,2.99475696044
80,0.992320500168,0.0182038026933,0.78452866418,2.9238081468
81,0.992603231879,0.0175553635094,0.787698813847,2.75404357484
82,0.992946278815,0.0167743595461,0.785100732531,2.85724521748
83,0.993250935685,0.0160663108816,0.788389546531,2.76807008258
84,0.993516398411,0.0154398826725,0.786733661379,2.85222851591
85,0.993780589571,0.0148293838743,0.787657567433,2.83752030347
86,0.994040377,0.0142484608086,0.787740707397,2.87340606323
87,0.9942807824,0.0137026506892,0.790152038847,2.84460428144
88,0.994498636208,0.0132125684759,0.789713416781,2.87744608096
89,0.994706583958,0.0127574477673,0.790749924523,2.9051474418
90,0.99484632062,0.0124665369022,0.791169609342,2.91237992687
91,0.994855184181,0.0124426654805,0.79136122976,2.91191393563
92,0.994860747281,0.0124255273315,0.791336366108,2.91794159157
93,0.99487083566,0.0124074013107,0.791517189571,2.91393361347
94,0.99487658108,0.0123985028385,0.791612829481,2.91940077501
95,0.994881026885,0.0123882860735,0.791655404227,2.91917474994
96,0.994885753183,0.0123788930211,0.791641984667,2.92223257891
97,0.994890530904,0.0123687806475,0.791702917644,2.92317166499
98,0.99489549562,0.0123579722199,0.791759933744,2.92192591514
99,0.994896089329,0.0123537799809,0.791761023658,2.92284633645
